text,primary_intent,sub_intent,market,language,variant,has_typo,has_accents,mentions_product,occasion,confidence_expected,source,timestamp
vestido cayetana largo color azul marino,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.376182
¿que lenceria tienen para busto pequeño?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761826
necesito aros elegantes color oro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761828
vestido camila corto talla S para fiesta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,fiesta,MEDIUM,claude_synthetic,1766883184.3761833
lenceria olivia adhesiva talla C,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Olivia,null,MEDIUM,claude_synthetic,1766883184.3761837
¿tienen vestidos largos con abertura?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376184
busco parches para escote en V,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761845
vestido emma corto color rosa fuerte,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.3761852
¿manejan sostenes adhesivos reutilizables?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761854
necesito bralette sin costuras talla B,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376186
vestido leire largo para boda civil,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,boda,MEDIUM,claude_synthetic,1766883184.3761861
¿que tocados tienen para novia vintage?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766883184.3761866
busco lenceria invisible color piel,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376187
vestido alexa corto talla L color negro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883184.3761873
necesito calzon adhesivo para vestido ajustado,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761878
¿tienen cinta doble contacto para tela?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761885
vestido lorena largo color champagne,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766883184.3761888
bralette florencia sin costuras talla D,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Florencia,null,MEDIUM,claude_synthetic,1766883184.3761892
¿manejan aros con perlas naturales?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761897
busco vestido corto para evento empresarial,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766883184.37619
lenceria julieta invisible para espalda baja,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Julieta,null,MEDIUM,claude_synthetic,1766883184.3761904
¿que bolsos recomiendan para vestido largo?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376191
necesito parches levanta busto en talla grande,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761914
vestido elena largo talla M color coral,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Elena,null,MEDIUM,claude_synthetic,1766883184.376192
¿tienen pezoneras adhesivas reutilizables?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761923
busco sosten de silicona para vestido sin tirantes,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761928
vestido victoria corto color verde menta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Victoria,null,MEDIUM,claude_synthetic,1766883184.3761933
lenceria laura sin costuras talla A,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Laura,null,MEDIUM,claude_synthetic,1766883184.3761938
¿manejan complementos para vestido rojo?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376194
necesito clutch con cadena para fiesta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766883184.3761945
vestido lia largo talla XS para gala,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lia,gala,MEDIUM,claude_synthetic,1766883184.3761947
¿que bralettes tienen para busto grande?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761954
busco vestido de satin corto elegante,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376196
lenceria mia adhesiva color nude,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Mia,null,MEDIUM,claude_synthetic,1766883184.3761964
¿tienen peinetas para moño bajo?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3761969
necesito cinta invisible para vestido,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761973
vestido cayetana corto talla S color azul,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.3761976
¿manejan lenceria para vestidos con transparencias?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376198
busco aros largos para complementar recogido,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3761988
vestido camila largo color rosa palo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883184.376199
bralette lucia invisible talla C,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lucia,null,MEDIUM,claude_synthetic,1766883184.3761995
¿que vestidos tienen para evento nocturno?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766883184.3762
necesito parches para sostener busto,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762004
vestido emma largo talla L color verde,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.376201
¿tienen calzon adhesivo en diferentes colores?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762012
busco lenceria sin costuras para vestido ajustado,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762016
vestido leire corto color negro clasico,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766883184.3762019
¿manejan tocados con flores para novia?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766883184.3762026
necesito sosten adhesivo para escote profundo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376203
vestido alexa largo talla M color burgundy,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883184.3762035
lenceria isidora sin costuras color blanco,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Isidora,null,MEDIUM,claude_synthetic,1766883184.3762038
¿que complementos van con vestido plateado?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762043
busco clutch rigido para ceremonia,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766883184.3762047
vestido lorena corto talla XS para coctel,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766883184.376205
¿tienen pezoneras en tono moreno?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762057
necesito bralette adhesivo para vestido backless,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762062
vestido elena corto color coral intenso,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Elena,null,MEDIUM,claude_synthetic,1766883184.3762064
¿manejan cinta especial para piel sensible?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762069
busco vestido largo para madrina de boda,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766883184.376207
lenceria jacinta invisible talla B,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Jacinta,null,MEDIUM,claude_synthetic,1766883184.3762076
¿que aros tienen para complementar vestido corto?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376208
necesito parches levanta busto hipoalergenicos,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762085
vestido victoria largo talla S color azul,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Victoria,null,MEDIUM,claude_synthetic,1766883184.3762088
¿tienen el bolso lorenza en color nude?,TRANSACTIONAL,product_search,MX,es,formal,False,True,Lorenza,null,HIGH,claude_synthetic,1766883184.3762095
busco sosten de silicona para busto pequeño,TRANSACTIONAL,product_search,MX,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883184.37621
vestido lia corto color verde jade,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lia,null,MEDIUM,claude_synthetic,1766883184.3762102
lenceria laura adhesiva sin costuras,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Laura,null,MEDIUM,claude_synthetic,1766883184.3762107
¿manejan vestidos con detalles en la espalda?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376211
necesito lenceria invisible para vestido palabra de honor,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762114
vestido cayetana largo talla L color negro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.376212
¿que peinetas recomiendan para cabello rizado?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762121
busco bralette sin costuras color champagne,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762128
vestido camila corto talla M para graduacion,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883184.376213
¿tienen pezoneras que no se noten?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762136
necesito clutch con pedreria para gala,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766883184.376214
vestido emma corto color azul electrico,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.3762145
lenceria mila invisible para tirantes delgados,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Mila,null,MEDIUM,claude_synthetic,1766883184.3762147
¿manejan cinta doble contacto medica?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762152
busco vestido de fiesta largo talla grande,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766883184.3762155
¿que lenceria va con vestido de encaje?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762162
necesito parches para busto caido,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762164
vestido leire largo color rosa cuarzo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766883184.376217
bralette olivia sin costuras talla D,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Olivia,null,MEDIUM,claude_synthetic,1766883184.3762174
¿tienen aros que no lastimen para evento largo?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766883184.3762176
busco sosten adhesivo que aguante toda la noche,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376218
vestido alexa corto talla XS color verde,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883184.3762186
¿manejan tocados para novia bohemia?,TRANSACTIONAL,product_search,MX,es,formal,False,True,Mia,boda,HIGH,claude_synthetic,1766883184.3762188
necesito calzon invisible que no se marque,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762195
vestido lorena largo color azul rey,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766883184.37622
lenceria lucia adhesiva color negro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lucia,null,MEDIUM,claude_synthetic,1766883184.3762202
¿que complementos tienen para vestido con lentejuelas?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762207
busco clutch pequeño con cierre magnetico,TRANSACTIONAL,product_search,MX,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883184.3762212
vestido elena largo talla S para aniversario,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Elena,null,MEDIUM,claude_synthetic,1766883184.3762214
¿tienen cinta adhesiva para telas delicadas?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376222
necesito bralette invisible para vestido halter,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762224
vestido victoria corto color rosa intenso,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Victoria,null,MEDIUM,claude_synthetic,1766883184.3762226
¿manejan pezoneras de diferentes tamaños?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762233
busco lenceria sin costuras para vestido ceñido,TRANSACTIONAL,product_search,MX,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883184.3762236
vestido lia largo talla M color champagne,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lia,null,MEDIUM,claude_synthetic,1766883184.376224
¿que parches recomiendan para escote strapless?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762245
necesito aros statement para vestido sencillo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376225
vestido cayetana corto color verde esmeralda,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.3762252
lenceria florencia invisible talla A,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Florencia,null,MEDIUM,claude_synthetic,1766883184.3762257
¿tienen el bolso leonor con cadena dorada?,TRANSACTIONAL,product_search,MX,es,formal,False,True,Leonor,null,HIGH,claude_synthetic,1766883184.3762262
busco sosten de silicona para vestido con espalda descubierta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376227
vestido camila largo talla L color coral,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883184.3762274
¿manejan vestidos que no marquen la lenceria?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762276
necesito bralette adhesivo color piel,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376228
vestido emma corto talla XS para coctel,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.3762286
¿que tocados van con vestido vintage?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762288
busco lenceria invisible para vestido con corte sirena,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762293
vestido leire largo color negro elegante,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766883184.37623
¿tienen calzon adhesivo que no se despegue?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762305
necesito cinta doble contacto resistente al sudor,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376231
vestido alexa corto talla S color burgundy,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883184.3762312
lenceria julieta sin costuras para vestido ajustado,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Julieta,null,MEDIUM,claude_synthetic,1766883184.3762317
¿manejan complementos minimalistas para vestido recargado?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762321
busco parches levanta busto que no se vean,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762324
vestido lorena largo talla M color verde olivo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766883184.3762329
¿que pezoneras son mas comodas para evento largo?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766883184.3762336
necesito clutch con espacio para celular,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762338
vestido elena corto color azul marino,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Elena,null,MEDIUM,claude_synthetic,1766883184.3762343
bralette mia invisible para vestido con transparencias,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Mia,null,MEDIUM,claude_synthetic,1766883184.3762348
¿tienen peinetas que no maltraten el cabello?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762352
busco sosten adhesivo para busto mediano,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762357
vestido victoria largo talla XS color rosa,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Victoria,null,MEDIUM,claude_synthetic,1766883184.3762362
¿manejan lenceria especial para vestidos de gala?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,gala,HIGH,claude_synthetic,1766883184.376237
necesito cinta invisible que no dañe la tela,TRANSACTIONAL,product_search,MX,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883184.3762372
vestido lia corto color verde menta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lia,null,MEDIUM,claude_synthetic,1766883184.3762376
¿que aros van mejor con vestido con cuello alto?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376238
busco lenceria sin costuras color champagne,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762386
vestido cayetana largo talla S color azul,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.3762388
¿tienen calzon adhesivo para vestido muy pegado?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762393
necesito bralette invisible que de soporte,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762398
vestido camila corto talla L color negro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883184.3762405
lenceria laura adhesiva para espalda completamente abierta,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Laura,null,MEDIUM,claude_synthetic,1766883184.3762407
¿manejan tocados discretos para novia civil?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766883184.3762412
busco parches que eleven sin ser obvios,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762414
vestido emma largo talla M color coral,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.376242
¿que complementos recomiendan para vestido monocromatico?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762424
necesito clutch que combine con zapatos dorados,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762426
vestido leire corto color verde jade,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766883184.376243
¿tienen pezoneras que se adhieran bien a piel grasa?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762438
busco sosten de silicona lavable y reutilizable,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762443
vestido alexa largo talla XL color champagne,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883184.3762445
lenceria isidora sin costuras color nude,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Isidora,null,MEDIUM,claude_synthetic,1766883184.376245
¿manejan cinta especial para vestidos con movimiento?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762455
necesito lenceria invisible para vestido con corte imperio,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376246
vestido lorena corto talla S color azul electrico,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lorena,null,MEDIUM,claude_synthetic,1766883184.3762462
¿que peinetas quedan bien con vestido bohemio?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762467
busco bralette adhesivo que no cause alergias,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376247
vestido elena largo talla L color rosa palo,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Elena,null,MEDIUM,claude_synthetic,1766883184.3762476
¿tienen el bolso lorenza en version mini?,TRANSACTIONAL,product_search,MX,es,formal,False,True,Lorenza,null,HIGH,claude_synthetic,1766883184.3762481
necesito parches levanta busto para piel sensible,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762486
vestido victoria corto color verde esmeralda,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Victoria,null,MEDIUM,claude_synthetic,1766883184.3762488
¿manejan lenceria que funcione con vestidos asimetricos?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762493
busco calzon invisible para vestido con abertura,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762496
vestido lia largo talla M color negro,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Lia,null,MEDIUM,claude_synthetic,1766883184.37625
¿que aros complementan vestido con escote corazon?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762505
necesito sosten adhesivo extra fuerte,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376251
vestido cayetana corto talla XS color coral,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Cayetana,null,MEDIUM,claude_synthetic,1766883184.3762515
lenceria mila invisible para vestido cut out,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Mila,null,MEDIUM,claude_synthetic,1766883184.376252
¿tienen cinta doble contacto hipoalergenica?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.3762524
busco bralette sin costuras que realce,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.376253
vestido camila largo talla S color azul marino,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883184.3762531
¿manejan tocados con velo para novia?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,boda,HIGH,claude_synthetic,1766883184.3762536
necesito lenceria adhesiva color chocolate,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883184.3762538
vestido emma corto color rosa fuerte,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883184.3762546
¿que pezoneras quedan invisibles bajo vestido blanco?,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883184.376255
busco clutch estructurado para evento formal,TRANSACTIONAL,product_search,MX,es,neutral,False,False,null,fiesta,MEDIUM,claude_synthetic,1766883184.3762553
vestido leire largo talla L color verde,TRANSACTIONAL,product_search,MX,es,neutral,False,False,Leire,null,MEDIUM,claude_synthetic,1766883184.3762558
¿tienen parches que funcionen,TRANSACTIONAL,product_search,MX,es,formal,False,True,null,null,MEDIUM,claude_synthetic,1766883184.3762562
busco vestido largo para boda de noche,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766883247.5140576
necesito bralette sin costuras talla B,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883247.514059
¿tenéis vestidos cortos para fiesta?,TRANSACTIONAL,product_search,ES,es,formal,False,True,null,fiesta,HIGH,claude_synthetic,1766883247.5140598
quiero ver el vestido Emma en talla M,TRANSACTIONAL,product_search,ES,es,neutral,False,False,Emma,null,MEDIUM,claude_synthetic,1766883247.51406
buscando lencería invisible para vestido escotado,TRANSACTIONAL,product_search,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883247.5140603
vestido de fiesta largo en satín,TRANSACTIONAL,product_search,ES,es,neutral,False,True,null,fiesta,MEDIUM,claude_synthetic,1766883247.5140607
¿cuánto vale el modelo Leire?,TRANSACTIONAL,product_search,ES,es,formal,False,True,Leire,null,HIGH,claude_synthetic,1766883247.514061
necesito sostén adhesivo para espalda descubierta,TRANSACTIONAL,product_search,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883247.5140612
clutch para ceremonia de noche,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,gala,MEDIUM,claude_synthetic,1766883247.5140615
vestido corto para invitada de boda,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766883247.514062
bralette Camila en color nude,TRANSACTIONAL,product_search,ES,es,neutral,False,False,Camila,null,MEDIUM,claude_synthetic,1766883247.5140622
¿hacéis envíos a Madrid?,TRANSACTIONAL,product_search,ES,es,formal,False,True,null,null,HIGH,claude_synthetic,1766883247.5140624
busco vestido largo modelo Alexa,TRANSACTIONAL,product_search,ES,es,neutral,False,False,Alexa,null,MEDIUM,claude_synthetic,1766883247.5140626
lencería sin costuras talla C,TRANSACTIONAL,product_search,ES,es,neutral,False,True,null,null,MEDIUM,claude_synthetic,1766883247.514063
vestido para gala benéfica,TRANSACTIONAL,product_search,ES,es,neutral,False,True,null,gala,MEDIUM,claude_synthetic,1766883247.5140631
¿tenéis el modelo Lorena en stock?,TRANSACTIONAL,product_search,ES,es,formal,False,True,Lorena,null,HIGH,claude_synthetic,1766883247.5140634
necesito parches levanta busto,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883247.5140636
vestido de novia corto,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,boda,MEDIUM,claude_synthetic,1766883247.5140638
bralette invisible talla D,TRANSACTIONAL,product_search,ES,es,neutral,False,False,null,null,MEDIUM,claude_synthetic,1766883247.514064
